"BodyType","Make","Year","car_numbers"
Other vehicles,REWACO,2022,291
Motorcycles,RGNT,2018,0
Motorcycles,RGNT,2019,0
Motorcycles,RGNT,2020,0
Motorcycles,RGNT,2021,0
Motorcycles,RGNT,2022,0
Motorcycles,RHON,2018,92
Motorcycles,RHON,2019,66
Motorcycles,RHON,2020,63
Motorcycles,RHON,2021,51
Motorcycles,RHON,2022,46
Other vehicles,RHON,2018,1
Other vehicles,RHON,2019,1
Other vehicles,RHON,2020,1
Other vehicles,RHON,2021,1
Other vehicles,RHON,2022,1
Motorcycles,RIEJU,2018,1245
Motorcycles,RIEJU,2019,1078
Motorcycles,RIEJU,2020,1098
Motorcycles,RIEJU,2021,1129
Motorcycles,RIEJU,2022,1075
Cars,RILEY,2018,4399
Cars,RILEY,2019,4415
Cars,RILEY,2020,4383
Cars,RILEY,2021,4418
Cars,RILEY,2022,4425
Light goods vehicles,RILEY,2018,11
Light goods vehicles,RILEY,2019,11
Light goods vehicles,RILEY,2020,10
Light goods vehicles,RILEY,2021,11
Light goods vehicles,RILEY,2022,11
Motorcycles,RILEY,2018,3
Motorcycles,RILEY,2019,3
Motorcycles,RILEY,2020,3
Motorcycles,RILEY,2021,3
Motorcycles,RILEY,2022,3
Other vehicles,RILEY,2018,72
Other vehicles,RILEY,2019,72
Other vehicles,RILEY,2020,72
Other vehicles,RILEY,2021,70
Other vehicles,RILEY,2022,69
Buses and coaches,ROADLESS,2018,3
Buses and coaches,ROADLESS,2019,2
Buses and coaches,ROADLESS,2020,0
Buses and coaches,ROADLESS,2021,2
Buses and coaches,ROADLESS,2022,2
Heavy goods vehicles,ROADLESS,2018,0
Heavy goods vehicles,ROADLESS,2019,0
Heavy goods vehicles,ROADLESS,2020,0
Heavy goods vehicles,ROADLESS,2021,0
Heavy goods vehicles,ROADLESS,2022,0
Light goods vehicles,ROADLESS,2018,4
Light goods vehicles,ROADLESS,2019,4
Light goods vehicles,ROADLESS,2020,3
Light goods vehicles,ROADLESS,2021,3
Light goods vehicles,ROADLESS,2022,3
Motorcycles,ROADLESS,2018,1
Motorcycles,ROADLESS,2019,1
Motorcycles,ROADLESS,2020,0
Motorcycles,ROADLESS,2021,0
Motorcycles,ROADLESS,2022,0
Other vehicles,ROADLESS,2018,174
Other vehicles,ROADLESS,2019,174
Other vehicles,ROADLESS,2020,174
Other vehicles,ROADLESS,2021,178
Other vehicles,ROADLESS,2022,174
Cars,ROBIN HOOD,2018,1
Cars,ROBIN HOOD,2019,1
Cars,ROBIN HOOD,2020,1
Cars,ROBIN HOOD,2021,1
Cars,ROBIN HOOD,2022,1
Heavy goods vehicles,ROLLER TEAM,2018,0
Heavy goods vehicles,ROLLER TEAM,2019,2
Heavy goods vehicles,ROLLER TEAM,2020,4
Heavy goods vehicles,ROLLER TEAM,2021,4
Heavy goods vehicles,ROLLER TEAM,2022,3
Light goods vehicles,ROLLER TEAM,2018,7
Light goods vehicles,ROLLER TEAM,2019,25
Light goods vehicles,ROLLER TEAM,2020,23
Light goods vehicles,ROLLER TEAM,2021,28
Light goods vehicles,ROLLER TEAM,2022,22
Cars,ROLLS ROYCE,2018,9648
Cars,ROLLS ROYCE,2019,9939
Cars,ROLLS ROYCE,2020,9631
Cars,ROLLS ROYCE,2021,9990
Cars,ROLLS ROYCE,2022,10272
Light goods vehicles,ROLLS ROYCE,2018,14
Light goods vehicles,ROLLS ROYCE,2019,14
Light goods vehicles,ROLLS ROYCE,2020,14
Light goods vehicles,ROLLS ROYCE,2021,15
Light goods vehicles,ROLLS ROYCE,2022,14
Motorcycles,ROLLS ROYCE,2018,0
Motorcycles,ROLLS ROYCE,2019,0
Motorcycles,ROLLS ROYCE,2020,0
Motorcycles,ROLLS ROYCE,2021,0
Motorcycles,ROLLS ROYCE,2022,0
Other vehicles,ROLLS ROYCE,2018,57
Other vehicles,ROLLS ROYCE,2019,59
Other vehicles,ROLLS ROYCE,2020,60
Other vehicles,ROLLS ROYCE,2021,59
Other vehicles,ROLLS ROYCE,2022,62
Other vehicles,ROMA MEDICAL,2018,0
Other vehicles,ROMA MEDICAL,2019,0
Other vehicles,ROMA MEDICAL,2020,0
Other vehicles,ROMA MEDICAL,2021,0
Other vehicles,ROMA MEDICAL,2022,0
Motorcycles,ROMET MOTORS,2018,15
Motorcycles,ROMET MOTORS,2019,31
Motorcycles,ROMET MOTORS,2020,23
Motorcycles,ROMET MOTORS,2021,21
Motorcycles,ROMET MOTORS,2022,11
Buses and coaches,ROVER,2018,2
Buses and coaches,ROVER,2019,2
Buses and coaches,ROVER,2020,1
Buses and coaches,ROVER,2021,1
Buses and coaches,ROVER,2022,2
Cars,ROVER,2018,82946
Cars,ROVER,2019,66821
Cars,ROVER,2020,54802
Cars,ROVER,2021,46121
Cars,ROVER,2022,40257
Heavy goods vehicles,ROVER,2018,2
Heavy goods vehicles,ROVER,2019,4
Heavy goods vehicles,ROVER,2020,3
Heavy goods vehicles,ROVER,2021,3
Heavy goods vehicles,ROVER,2022,3
Light goods vehicles,ROVER,2018,828
Light goods vehicles,ROVER,2019,780
Light goods vehicles,ROVER,2020,779
Light goods vehicles,ROVER,2021,778
Light goods vehicles,ROVER,2022,777
Motorcycles,ROVER,2018,50
Motorcycles,ROVER,2019,49
Motorcycles,ROVER,2020,49
Motorcycles,ROVER,2021,49
Motorcycles,ROVER,2022,48
Other vehicles,ROVER,2018,110
Other vehicles,ROVER,2019,114
Other vehicles,ROVER,2020,106
Other vehicles,ROVER,2021,107
Other vehicles,ROVER,2022,106
Motorcycles,ROVIGO,2018,2
Motorcycles,ROVIGO,2019,0
Motorcycles,ROVIGO,2020,0
Motorcycles,ROVIGO,2021,0
Motorcycles,ROVIGO,2022,1
Motorcycles,ROYAL ALLOY,2018,710
Motorcycles,ROYAL ALLOY,2019,1269
Motorcycles,ROYAL ALLOY,2020,2430
Motorcycles,ROYAL ALLOY,2021,3357
Motorcycles,ROYAL ALLOY,2022,4188
Other vehicles,ROYAL ALLOY,2018,0
Other vehicles,ROYAL ALLOY,2019,0
Other vehicles,ROYAL ALLOY,2020,1
Other vehicles,ROYAL ALLOY,2021,0
Other vehicles,ROYAL ALLOY,2022,0
Cars,ROYAL ENFIELD,2018,3
Cars,ROYAL ENFIELD,2019,3
Cars,ROYAL ENFIELD,2020,2
Cars,ROYAL ENFIELD,2021,2
Cars,ROYAL ENFIELD,2022,3
Light goods vehicles,ROYAL ENFIELD,2018,1
Light goods vehicles,ROYAL ENFIELD,2019,1
Light goods vehicles,ROYAL ENFIELD,2020,1
Light goods vehicles,ROYAL ENFIELD,2021,0
Light goods vehicles,ROYAL ENFIELD,2022,0
Motorcycles,ROYAL ENFIELD,2018,6578
Motorcycles,ROYAL ENFIELD,2019,8997
Motorcycles,ROYAL ENFIELD,2020,10726
Motorcycles,ROYAL ENFIELD,2021,14001
Motorcycles,ROYAL ENFIELD,2022,17914
Other vehicles,ROYAL ENFIELD,2018,1
Other vehicles,ROYAL ENFIELD,2019,1
Other vehicles,ROYAL ENFIELD,2020,0
Other vehicles,ROYAL ENFIELD,2021,0
Other vehicles,ROYAL ENFIELD,2022,1
Cars,RUF,2018,0
Cars,RUF,2019,1
Cars,RUF,2020,1
Cars,RUF,2021,0
Cars,RUF,2022,1
Other vehicles,RUF,2018,1
Other vehicles,RUF,2019,1
Other vehicles,RUF,2020,1
Other vehicles,RUF,2021,1
Other vehicles,RUF,2022,1
Cars,R-VISION,2018,2
Cars,R-VISION,2019,3
Cars,R-VISION,2020,2
Cars,R-VISION,2021,3
Cars,R-VISION,2022,3
Heavy goods vehicles,R-VISION,2018,27
Heavy goods vehicles,R-VISION,2019,32
Heavy goods vehicles,R-VISION,2020,20
Heavy goods vehicles,R-VISION,2021,26
Heavy goods vehicles,R-VISION,2022,21
Light goods vehicles,R-VISION,2018,4
Light goods vehicles,R-VISION,2019,2
Light goods vehicles,R-VISION,2020,2
Light goods vehicles,R-VISION,2021,2
Light goods vehicles,R-VISION,2022,2
Buses and coaches,SAAB,2018,0
Buses and coaches,SAAB,2019,0
Buses and coaches,SAAB,2020,0
Buses and coaches,SAAB,2021,0
Buses and coaches,SAAB,2022,0
Cars,SAAB,2018,106475
Cars,SAAB,2019,91621
Cars,SAAB,2020,79535
Cars,SAAB,2021,68676
Cars,SAAB,2022,59800
Heavy goods vehicles,SAAB,2018,3
Heavy goods vehicles,SAAB,2019,3
Heavy goods vehicles,SAAB,2020,3
Heavy goods vehicles,SAAB,2021,3
Heavy goods vehicles,SAAB,2022,2
Light goods vehicles,SAAB,2018,8
Light goods vehicles,SAAB,2019,8
Light goods vehicles,SAAB,2020,6
Light goods vehicles,SAAB,2021,4
Light goods vehicles,SAAB,2022,3
Other vehicles,SAAB,2018,26
Other vehicles,SAAB,2019,19
Other vehicles,SAAB,2020,16
Other vehicles,SAAB,2021,16
Other vehicles,SAAB,2022,14
Motorcycles,SACHS,2018,264
Motorcycles,SACHS,2019,232
Motorcycles,SACHS,2020,222
Motorcycles,SACHS,2021,198
Motorcycles,SACHS,2022,175
Other vehicles,SACHS,2018,1
Other vehicles,SACHS,2019,1
Other vehicles,SACHS,2020,1
Other vehicles,SACHS,2021,1
Other vehicles,SACHS,2022,1
Cars,SAIC,2018,0
Cars,SAIC,2019,0
Cars,SAIC,2020,0
Cars,SAIC,2021,0
Cars,SAIC,2022,1
Motorcycles,SAITING,2018,4
Motorcycles,SAITING,2019,2
Motorcycles,SAITING,2020,3
Motorcycles,SAITING,2021,1
Motorcycles,SAITING,2022,2
Other vehicles,SAITING,2018,0
Other vehicles,SAITING,2019,0
Other vehicles,SAITING,2020,0
Other vehicles,SAITING,2021,0
Other vehicles,SAITING,2022,0
Cars,SAKURA,2018,0
Cars,SAKURA,2019,0
Cars,SAKURA,2020,0
Cars,SAKURA,2021,0
Cars,SAKURA,2022,1
Motorcycles,SAKURA,2018,0
Motorcycles,SAKURA,2019,0
Motorcycles,SAKURA,2020,18
Motorcycles,SAKURA,2021,56
Motorcycles,SAKURA,2022,92
Heavy goods vehicles,SAME,2018,0
Heavy goods vehicles,SAME,2019,0
Heavy goods vehicles,SAME,2020,0
Heavy goods vehicles,SAME,2021,0
Heavy goods vehicles,SAME,2022,0
Light goods vehicles,SAME,2018,2
Light goods vehicles,SAME,2019,2
Light goods vehicles,SAME,2020,2
Light goods vehicles,SAME,2021,2
Light goods vehicles,SAME,2022,2
Other vehicles,SAME,2018,2582
Other vehicles,SAME,2019,2545
Other vehicles,SAME,2020,2530
Other vehicles,SAME,2021,2526
Other vehicles,SAME,2022,2465
Cars,SAN,2018,0
Cars,SAN,2019,0
Cars,SAN,2020,0
Cars,SAN,2021,0
Cars,SAN,2022,1
Motorcycles,SANBEN,2018,22
Motorcycles,SANBEN,2019,16
Motorcycles,SANBEN,2020,14
Motorcycles,SANBEN,2021,15
Motorcycles,SANBEN,2022,9
Motorcycles,SANILI,2018,1
Motorcycles,SANILI,2019,0
Motorcycles,SANILI,2020,0
Motorcycles,SANILI,2021,0
Motorcycles,SANILI,2022,0
Motorcycles,SANLI,2018,2
Motorcycles,SANLI,2019,4
Motorcycles,SANLI,2020,1
Motorcycles,SANLI,2021,1
Motorcycles,SANLI,2022,1
Cars,SANTANA,2018,10
Cars,SANTANA,2019,10
Cars,SANTANA,2020,6
Cars,SANTANA,2021,8
Cars,SANTANA,2022,9
Light goods vehicles,SANTANA,2018,140
Light goods vehicles,SANTANA,2019,129
Light goods vehicles,SANTANA,2020,105
Light goods vehicles,SANTANA,2021,96
Light goods vehicles,SANTANA,2022,83
Other vehicles,SANTANA,2018,1
Other vehicles,SANTANA,2019,1
Other vehicles,SANTANA,2020,1
Other vehicles,SANTANA,2021,0
Other vehicles,SANTANA,2022,0
Motorcycles,SANYA,2018,34
Motorcycles,SANYA,2019,28
Motorcycles,SANYA,2020,30
Motorcycles,SANYA,2021,19
Motorcycles,SANYA,2022,17
Cars,SANYANG,2018,3
Cars,SANYANG,2019,2
Cars,SANYANG,2020,1
Cars,SANYANG,2021,2
Cars,SANYANG,2022,1
Motorcycles,SANYANG,2018,4
Motorcycles,SANYANG,2019,3
Motorcycles,SANYANG,2020,5
Motorcycles,SANYANG,2021,6
Motorcycles,SANYANG,2022,3
Cars,SAO,2018,1
Cars,SAO,2019,1
Cars,SAO,2020,0
Cars,SAO,2021,0
Cars,SAO,2022,0
Light goods vehicles,SAO,2018,0
Light goods vehicles,SAO,2019,0
Light goods vehicles,SAO,2020,0
Light goods vehicles,SAO,2021,0
Light goods vehicles,SAO,2022,0
Motorcycles,SAO,2018,0
Motorcycles,SAO,2019,0
Motorcycles,SAO,2020,0
Motorcycles,SAO,2021,0
Motorcycles,SAO,2022,0
Cars,SATURN,2018,1
Cars,SATURN,2019,0
Cars,SATURN,2020,0
Cars,SATURN,2021,0
Cars,SATURN,2022,0
Light goods vehicles,SATURN,2018,0
Light goods vehicles,SATURN,2019,0
Light goods vehicles,SATURN,2020,0
Light goods vehicles,SATURN,2021,0
Light goods vehicles,SATURN,2022,0
Cars,SAVIEM,2018,3
Cars,SAVIEM,2019,5
Cars,SAVIEM,2020,4
Cars,SAVIEM,2021,3
Cars,SAVIEM,2022,2
Heavy goods vehicles,SAVIEM,2018,8
Heavy goods vehicles,SAVIEM,2019,7
Heavy goods vehicles,SAVIEM,2020,6
Heavy goods vehicles,SAVIEM,2021,5
Heavy goods vehicles,SAVIEM,2022,4
Light goods vehicles,SAVIEM,2018,28
Light goods vehicles,SAVIEM,2019,28
Light goods vehicles,SAVIEM,2020,25
Light goods vehicles,SAVIEM,2021,24
Light goods vehicles,SAVIEM,2022,24
Motorcycles,SAVIEM,2018,1
Motorcycles,SAVIEM,2019,1
Motorcycles,SAVIEM,2020,1
Motorcycles,SAVIEM,2021,1
Motorcycles,SAVIEM,2022,2
Other vehicles,SAVIEM,2018,4
Other vehicles,SAVIEM,2019,3
Other vehicles,SAVIEM,2020,4
Other vehicles,SAVIEM,2021,4
Other vehicles,SAVIEM,2022,4
Cars,SAXON,2018,2
Cars,SAXON,2019,2
Cars,SAXON,2020,2
Cars,SAXON,2021,2
Cars,SAXON,2022,1
Motorcycles,SAXON,2018,4
Motorcycles,SAXON,2019,3
Motorcycles,SAXON,2020,2
Motorcycles,SAXON,2021,5
Motorcycles,SAXON,2022,3
Other vehicles,SAXON,2018,1
Other vehicles,SAXON,2019,1
Other vehicles,SAXON,2020,1
Other vehicles,SAXON,2021,1
Other vehicles,SAXON,2022,1
Buses and coaches,SCAMMELL,2018,29
Buses and coaches,SCAMMELL,2019,27
Buses and coaches,SCAMMELL,2020,20
Buses and coaches,SCAMMELL,2021,17
Buses and coaches,SCAMMELL,2022,12
Cars,SCAMMELL,2018,1
Cars,SCAMMELL,2019,1
Cars,SCAMMELL,2020,0
Cars,SCAMMELL,2021,1
Cars,SCAMMELL,2022,1
Heavy goods vehicles,SCAMMELL,2018,159
Heavy goods vehicles,SCAMMELL,2019,153
Heavy goods vehicles,SCAMMELL,2020,143
Heavy goods vehicles,SCAMMELL,2021,138
Heavy goods vehicles,SCAMMELL,2022,134
Light goods vehicles,SCAMMELL,2018,349
Light goods vehicles,SCAMMELL,2019,351
Light goods vehicles,SCAMMELL,2020,348
Light goods vehicles,SCAMMELL,2021,348
Light goods vehicles,SCAMMELL,2022,352
Other vehicles,SCAMMELL,2018,124
Other vehicles,SCAMMELL,2019,122
Other vehicles,SCAMMELL,2020,116
Other vehicles,SCAMMELL,2021,112
Other vehicles,SCAMMELL,2022,108
Buses and coaches,SCANIA,2018,6030
Buses and coaches,SCANIA,2019,5923
Buses and coaches,SCANIA,2020,5232
Buses and coaches,SCANIA,2021,5224
Buses and coaches,SCANIA,2022,4954
Cars,SCANIA,2018,1
Cars,SCANIA,2019,1
Cars,SCANIA,2020,1
Cars,SCANIA,2021,1
Cars,SCANIA,2022,1
Heavy goods vehicles,SCANIA,2018,59498
Heavy goods vehicles,SCANIA,2019,61537
Heavy goods vehicles,SCANIA,2020,62394
Heavy goods vehicles,SCANIA,2021,64622
Heavy goods vehicles,SCANIA,2022,65545
Light goods vehicles,SCANIA,2018,31
Light goods vehicles,SCANIA,2019,31
Light goods vehicles,SCANIA,2020,31
Light goods vehicles,SCANIA,2021,28
Light goods vehicles,SCANIA,2022,30
Motorcycles,SCANIA,2018,0
Motorcycles,SCANIA,2019,0
Motorcycles,SCANIA,2020,0
Motorcycles,SCANIA,2021,0
Motorcycles,SCANIA,2022,0
Other vehicles,SCANIA,2018,2105
Other vehicles,SCANIA,2019,2204
Other vehicles,SCANIA,2020,2250
Other vehicles,SCANIA,2021,2331
Other vehicles,SCANIA,2022,2421
Heavy goods vehicles,SCARAB,2018,0
Heavy goods vehicles,SCARAB,2019,1
Heavy goods vehicles,SCARAB,2020,1
Heavy goods vehicles,SCARAB,2021,1
Heavy goods vehicles,SCARAB,2022,1
Other vehicles,SCARAB,2018,241
Other vehicles,SCARAB,2019,296
Other vehicles,SCARAB,2020,307
Other vehicles,SCARAB,2021,321
Other vehicles,SCARAB,2022,322
Heavy goods vehicles,SCHMIDT,2018,1
Heavy goods vehicles,SCHMIDT,2019,1
Heavy goods vehicles,SCHMIDT,2020,1
Heavy goods vehicles,SCHMIDT,2021,1
Heavy goods vehicles,SCHMIDT,2022,1
Other vehicles,SCHMIDT,2018,630
Other vehicles,SCHMIDT,2019,651
Other vehicles,SCHMIDT,2020,633
Other vehicles,SCHMIDT,2021,666
Other vehicles,SCHMIDT,2022,676
Motorcycles,SCOMADI,2018,1414
Motorcycles,SCOMADI,2019,1455
Motorcycles,SCOMADI,2020,1368
Motorcycles,SCOMADI,2021,1320
Motorcycles,SCOMADI,2022,1223
Cars,SCORPA,2018,0
Cars,SCORPA,2019,0
Cars,SCORPA,2020,1
Cars,SCORPA,2021,0
Cars,SCORPA,2022,0
Motorcycles,SCORPA,2018,117
Motorcycles,SCORPA,2019,111
Motorcycles,SCORPA,2020,93
Motorcycles,SCORPA,2021,88
Motorcycles,SCORPA,2022,97
Other vehicles,SCORPA,2018,2
Other vehicles,SCORPA,2019,2
Other vehicles,SCORPA,2020,2
Other vehicles,SCORPA,2021,3
Other vehicles,SCORPA,2022,1
Cars,SCUTUM,2018,0
Cars,SCUTUM,2019,1
Cars,SCUTUM,2020,1
Cars,SCUTUM,2021,1
Cars,SCUTUM,2022,1
Light goods vehicles,SCUTUM,2018,0
Light goods vehicles,SCUTUM,2019,0
Light goods vehicles,SCUTUM,2020,0
Light goods vehicles,SCUTUM,2021,0
Light goods vehicles,SCUTUM,2022,0
Motorcycles,SCUTUM,2018,33
Motorcycles,SCUTUM,2019,37
Motorcycles,SCUTUM,2020,22
Motorcycles,SCUTUM,2021,42
Motorcycles,SCUTUM,2022,212
Heavy goods vehicles,SD,2018,3
Heavy goods vehicles,SD,2019,3
Heavy goods vehicles,SD,2020,2
Heavy goods vehicles,SD,2021,1
Heavy goods vehicles,SD,2022,3
Light goods vehicles,SD,2018,7
Light goods vehicles,SD,2019,8
Light goods vehicles,SD,2020,7
Light goods vehicles,SD,2021,7
Light goods vehicles,SD,2022,7
Motorcycles,SD,2018,4
Motorcycles,SD,2019,3
Motorcycles,SD,2020,2
Motorcycles,SD,2021,2
Motorcycles,SD,2022,1
Other vehicles,SD,2018,12
Other vehicles,SD,2019,13
Other vehicles,SD,2020,10
Other vehicles,SD,2021,11
Other vehicles,SD,2022,11
Buses and coaches,SEAT,2018,1
Buses and coaches,SEAT,2019,1
Buses and coaches,SEAT,2020,0
Buses and coaches,SEAT,2021,0
Buses and coaches,SEAT,2022,0
Cars,SEAT,2018,554708
Cars,SEAT,2019,594581
Cars,SEAT,2020,608949
Cars,SEAT,2021,630386
Cars,SEAT,2022,631428
Light goods vehicles,SEAT,2018,804
Light goods vehicles,SEAT,2019,564
Light goods vehicles,SEAT,2020,439
Light goods vehicles,SEAT,2021,294
Light goods vehicles,SEAT,2022,239
Motorcycles,SEAT,2018,0
Motorcycles,SEAT,2019,0
Motorcycles,SEAT,2020,0
Motorcycles,SEAT,2021,0
Motorcycles,SEAT,2022,0
Other vehicles,SEAT,2018,27
Other vehicles,SEAT,2019,21
Other vehicles,SEAT,2020,20
Other vehicles,SEAT,2021,15
Other vehicles,SEAT,2022,19
Cars,SECMA,2018,71
Cars,SECMA,2019,61
Cars,SECMA,2020,58
Cars,SECMA,2021,49
Cars,SECMA,2022,53
Light goods vehicles,SECMA,2018,3
Light goods vehicles,SECMA,2019,3
Light goods vehicles,SECMA,2020,2
Light goods vehicles,SECMA,2021,1
Light goods vehicles,SECMA,2022,1
Motorcycles,SECMA,2018,0
Motorcycles,SECMA,2019,0
Motorcycles,SECMA,2020,0
Motorcycles,SECMA,2021,0
Motorcycles,SECMA,2022,0
Other vehicles,SECMA,2018,7
Other vehicles,SECMA,2019,8
Other vehicles,SECMA,2020,9
Other vehicles,SECMA,2021,10
Other vehicles,SECMA,2022,9
Buses and coaches,SEDDON/ATKINSON,2018,19
Buses and coaches,SEDDON/ATKINSON,2019,20
Buses and coaches,SEDDON/ATKINSON,2020,19
Buses and coaches,SEDDON/ATKINSON,2021,18
Buses and coaches,SEDDON/ATKINSON,2022,22
Cars,SEDDON/ATKINSON,2018,0
Cars,SEDDON/ATKINSON,2019,0
Cars,SEDDON/ATKINSON,2020,0
Cars,SEDDON/ATKINSON,2021,0
Cars,SEDDON/ATKINSON,2022,0
Heavy goods vehicles,SEDDON/ATKINSON,2018,272
Heavy goods vehicles,SEDDON/ATKINSON,2019,231
Heavy goods vehicles,SEDDON/ATKINSON,2020,204
Heavy goods vehicles,SEDDON/ATKINSON,2021,183
Heavy goods vehicles,SEDDON/ATKINSON,2022,184
Light goods vehicles,SEDDON/ATKINSON,2018,126
Light goods vehicles,SEDDON/ATKINSON,2019,126
Light goods vehicles,SEDDON/ATKINSON,2020,128
Light goods vehicles,SEDDON/ATKINSON,2021,125
Light goods vehicles,SEDDON/ATKINSON,2022,129
Motorcycles,SEDDON/ATKINSON,2018,1
Motorcycles,SEDDON/ATKINSON,2019,0
Motorcycles,SEDDON/ATKINSON,2020,0
Motorcycles,SEDDON/ATKINSON,2021,0
Motorcycles,SEDDON/ATKINSON,2022,0
Other vehicles,SEDDON/ATKINSON,2018,63
Other vehicles,SEDDON/ATKINSON,2019,61
Other vehicles,SEDDON/ATKINSON,2020,56
Other vehicles,SEDDON/ATKINSON,2021,56
Other vehicles,SEDDON/ATKINSON,2022,53
Light goods vehicles,SEGWAY,2018,0
Light goods vehicles,SEGWAY,2019,0
Light goods vehicles,SEGWAY,2020,0
Light goods vehicles,SEGWAY,2021,39
Light goods vehicles,SEGWAY,2022,104
Motorcycles,SEGWAY,2018,0
Motorcycles,SEGWAY,2019,0
Motorcycles,SEGWAY,2020,0
Motorcycles,SEGWAY,2021,0
Motorcycles,SEGWAY,2022,17
Other vehicles,SEGWAY,2018,0
Other vehicles,SEGWAY,2019,0
Other vehicles,SEGWAY,2020,0
Other vehicles,SEGWAY,2021,48
Other vehicles,SEGWAY,2022,142
Buses and coaches,SETRA,2018,474
Buses and coaches,SETRA,2019,462
Buses and coaches,SETRA,2020,236
Buses and coaches,SETRA,2021,343
Buses and coaches,SETRA,2022,369
Cars,SETRA,2018,0
Cars,SETRA,2019,0
Cars,SETRA,2020,0
Cars,SETRA,2021,0
Cars,SETRA,2022,1
Light goods vehicles,SETRA,2018,0
Light goods vehicles,SETRA,2019,0
Light goods vehicles,SETRA,2020,0
Light goods vehicles,SETRA,2021,0
Light goods vehicles,SETRA,2022,0
Cars,SFM,2018,0
Cars,SFM,2019,0
Cars,SFM,2020,0
Cars,SFM,2021,0
Cars,SFM,2022,0
Motorcycles,SFM,2018,150
Motorcycles,SFM,2019,118
Motorcycles,SFM,2020,86
Motorcycles,SFM,2021,60
Motorcycles,SFM,2022,56
Other vehicles,SFM,2018,4
Other vehicles,SFM,2019,5
Other vehicles,SFM,2020,5
Other vehicles,SFM,2021,6
Other vehicles,SFM,2022,6
Motorcycles,SFMM,2018,0
Motorcycles,SFMM,2019,0
Motorcycles,SFMM,2020,0
Motorcycles,SFMM,2021,1
Motorcycles,SFMM,2022,0
Other vehicles,SFMM,2018,2
Other vehicles,SFMM,2019,3
Other vehicles,SFMM,2020,3
Other vehicles,SFMM,2021,3
Other vehicles,SFMM,2022,3
Motorcycles,SHE LUNG,2018,0
Motorcycles,SHE LUNG,2019,0
Motorcycles,SHE LUNG,2020,0
Motorcycles,SHE LUNG,2021,0
Motorcycles,SHE LUNG,2022,0
Motorcycles,SHENKE,2018,7
Motorcycles,SHENKE,2019,4
Motorcycles,SHENKE,2020,2
Motorcycles,SHENKE,2021,2
Motorcycles,SHENKE,2022,1
Other vehicles,SHENKE,2018,2
Other vehicles,SHENKE,2019,2
Other vehicles,SHENKE,2020,2
Other vehicles,SHENKE,2021,3
Other vehicles,SHENKE,2022,2
Light goods vehicles,SHERCO,2018,0
Light goods vehicles,SHERCO,2019,0
Light goods vehicles,SHERCO,2020,0
Light goods vehicles,SHERCO,2021,1
Light goods vehicles,SHERCO,2022,1
Motorcycles,SHERCO,2018,497
Motorcycles,SHERCO,2019,548
Motorcycles,SHERCO,2020,678
Motorcycles,SHERCO,2021,815
Motorcycles,SHERCO,2022,887
Other vehicles,SHERCO,2018,0
Other vehicles,SHERCO,2019,0
Other vehicles,SHERCO,2020,0
Other vehicles,SHERCO,2021,0
Other vehicles,SHERCO,2022,0
Motorcycles,SHIBAURA,2018,0
Motorcycles,SHIBAURA,2019,0
Motorcycles,SHIBAURA,2020,0
Motorcycles,SHIBAURA,2021,0
Motorcycles,SHIBAURA,2022,0
Other vehicles,SHIBAURA,2018,217
Other vehicles,SHIBAURA,2019,203
Other vehicles,SHIBAURA,2020,203
Other vehicles,SHIBAURA,2021,212
Other vehicles,SHIBAURA,2022,197
Cars,SHINERAY,2018,2
Cars,SHINERAY,2019,1
Cars,SHINERAY,2020,1
Cars,SHINERAY,2021,1
Cars,SHINERAY,2022,1
Light goods vehicles,SHINERAY,2018,1
Light goods vehicles,SHINERAY,2019,2
Light goods vehicles,SHINERAY,2020,2
Light goods vehicles,SHINERAY,2021,1
Light goods vehicles,SHINERAY,2022,0
Motorcycles,SHINERAY,2018,89
Motorcycles,SHINERAY,2019,72
Motorcycles,SHINERAY,2020,89
Motorcycles,SHINERAY,2021,52
Motorcycles,SHINERAY,2022,30
Other vehicles,SHINERAY,2018,26
Other vehicles,SHINERAY,2019,23
Other vehicles,SHINERAY,2020,21
Other vehicles,SHINERAY,2021,20
Other vehicles,SHINERAY,2022,12
Light goods vehicles,SHIRE,2018,1
Light goods vehicles,SHIRE,2019,0
Light goods vehicles,SHIRE,2020,0
Light goods vehicles,SHIRE,2021,0
Light goods vehicles,SHIRE,2022,0
Other vehicles,SHIRE,2018,65
Other vehicles,SHIRE,2019,63
Other vehicles,SHIRE,2020,62
Other vehicles,SHIRE,2021,58
Other vehicles,SHIRE,2022,52
Motorcycles,SIAMOTO,2018,27
Motorcycles,SIAMOTO,2019,24
Motorcycles,SIAMOTO,2020,18
Motorcycles,SIAMOTO,2021,10
Motorcycles,SIAMOTO,2022,9
Other vehicles,SIAMOTO,2018,0
Other vehicles,SIAMOTO,2019,1
Other vehicles,SIAMOTO,2020,1
Other vehicles,SIAMOTO,2021,0
Other vehicles,SIAMOTO,2022,0
Buses and coaches,SILENCE,2018,0
Buses and coaches,SILENCE,2019,0
Buses and coaches,SILENCE,2020,0
Buses and coaches,SILENCE,2021,0
Buses and coaches,SILENCE,2022,0
Motorcycles,SILENCE,2018,0
Motorcycles,SILENCE,2019,0
Motorcycles,SILENCE,2020,0
Motorcycles,SILENCE,2021,91
Motorcycles,SILENCE,2022,212
Other vehicles,SILENCE,2018,0
