"BodyType","Make","Year","car_numbers"
Other vehicles,SILENCE,2019,0
Other vehicles,SILENCE,2020,0
Other vehicles,SILENCE,2021,0
Other vehicles,SILENCE,2022,0
Cars,SIMCA,2018,110
Cars,SIMCA,2019,120
Cars,SIMCA,2020,117
Cars,SIMCA,2021,121
Cars,SIMCA,2022,122
Heavy goods vehicles,SIMCA,2018,7
Heavy goods vehicles,SIMCA,2019,6
Heavy goods vehicles,SIMCA,2020,6
Heavy goods vehicles,SIMCA,2021,5
Heavy goods vehicles,SIMCA,2022,5
Light goods vehicles,SIMCA,2018,19
Light goods vehicles,SIMCA,2019,20
Light goods vehicles,SIMCA,2020,22
Light goods vehicles,SIMCA,2021,21
Light goods vehicles,SIMCA,2022,20
Other vehicles,SIMCA,2018,1
Other vehicles,SIMCA,2019,2
Other vehicles,SIMCA,2020,3
Other vehicles,SIMCA,2021,3
Other vehicles,SIMCA,2022,3
Cars,SIMSON,2018,0
Cars,SIMSON,2019,0
Cars,SIMSON,2020,0
Cars,SIMSON,2021,0
Cars,SIMSON,2022,1
Heavy goods vehicles,SIMSON,2018,2
Heavy goods vehicles,SIMSON,2019,2
Heavy goods vehicles,SIMSON,2020,2
Heavy goods vehicles,SIMSON,2021,2
Heavy goods vehicles,SIMSON,2022,2
Motorcycles,SIMSON,2018,23
Motorcycles,SIMSON,2019,33
Motorcycles,SIMSON,2020,37
Motorcycles,SIMSON,2021,35
Motorcycles,SIMSON,2022,36
Other vehicles,SIMSON,2018,2
Other vehicles,SIMSON,2019,2
Other vehicles,SIMSON,2020,2
Other vehicles,SIMSON,2021,2
Other vehicles,SIMSON,2022,1
Buses and coaches,SINGER,2018,2
Buses and coaches,SINGER,2019,2
Buses and coaches,SINGER,2020,2
Buses and coaches,SINGER,2021,2
Buses and coaches,SINGER,2022,2
Cars,SINGER,2018,1441
Cars,SINGER,2019,1470
Cars,SINGER,2020,1458
Cars,SINGER,2021,1491
Cars,SINGER,2022,1469
Light goods vehicles,SINGER,2018,11
Light goods vehicles,SINGER,2019,11
Light goods vehicles,SINGER,2020,14
Light goods vehicles,SINGER,2021,15
Light goods vehicles,SINGER,2022,15
Motorcycles,SINGER,2018,14
Motorcycles,SINGER,2019,14
Motorcycles,SINGER,2020,14
Motorcycles,SINGER,2021,14
Motorcycles,SINGER,2022,13
Other vehicles,SINGER,2018,48
Other vehicles,SINGER,2019,47
Other vehicles,SINGER,2020,45
Other vehicles,SINGER,2021,43
Other vehicles,SINGER,2022,43
Motorcycles,SINNIS,2018,3439
Motorcycles,SINNIS,2019,4089
Motorcycles,SINNIS,2020,4999
Motorcycles,SINNIS,2021,5901
Motorcycles,SINNIS,2022,6210
Light goods vehicles,SINSKI,2018,0
Light goods vehicles,SINSKI,2019,0
Light goods vehicles,SINSKI,2020,0
Light goods vehicles,SINSKI,2021,0
Light goods vehicles,SINSKI,2022,0
Motorcycles,SINSKI,2018,5
Motorcycles,SINSKI,2019,1
Motorcycles,SINSKI,2020,6
Motorcycles,SINSKI,2021,1
Motorcycles,SINSKI,2022,3
Other vehicles,SINSKI,2018,0
Other vehicles,SINSKI,2019,0
Other vehicles,SINSKI,2020,0
Other vehicles,SINSKI,2021,0
Other vehicles,SINSKI,2022,0
Other vehicles,SIROMER,2018,247
Other vehicles,SIROMER,2019,247
Other vehicles,SIROMER,2020,276
Other vehicles,SIROMER,2021,310
Other vehicles,SIROMER,2022,313
Buses and coaches,SITCAR,2018,237
Buses and coaches,SITCAR,2019,224
Buses and coaches,SITCAR,2020,173
Buses and coaches,SITCAR,2021,193
Buses and coaches,SITCAR,2022,175
Cars,SITCAR,2018,1
Cars,SITCAR,2019,1
Cars,SITCAR,2020,1
Cars,SITCAR,2021,1
Cars,SITCAR,2022,1
Heavy goods vehicles,SITCAR,2018,2
Heavy goods vehicles,SITCAR,2019,3
Heavy goods vehicles,SITCAR,2020,2
Heavy goods vehicles,SITCAR,2021,1
Heavy goods vehicles,SITCAR,2022,0
Motorcycles,SITCAR,2018,1
Motorcycles,SITCAR,2019,1
Motorcycles,SITCAR,2020,0
Motorcycles,SITCAR,2021,0
Motorcycles,SITCAR,2022,0
Other vehicles,SITCAR,2018,3
Other vehicles,SITCAR,2019,2
Other vehicles,SITCAR,2020,4
Other vehicles,SITCAR,2021,4
Other vehicles,SITCAR,2022,4
Buses and coaches,SKODA,2018,7
Buses and coaches,SKODA,2019,6
Buses and coaches,SKODA,2020,5
Buses and coaches,SKODA,2021,3
Buses and coaches,SKODA,2022,3
Cars,SKODA,2018,746522
Cars,SKODA,2019,788507
Cars,SKODA,2020,812771
Cars,SKODA,2021,847099
Cars,SKODA,2022,874026
Light goods vehicles,SKODA,2018,712
Light goods vehicles,SKODA,2019,601
Light goods vehicles,SKODA,2020,512
Light goods vehicles,SKODA,2021,465
Light goods vehicles,SKODA,2022,420
Other vehicles,SKODA,2018,87
Other vehicles,SKODA,2019,92
Other vehicles,SKODA,2020,92
Other vehicles,SKODA,2021,103
Other vehicles,SKODA,2022,136
Light goods vehicles,SKYGO,2018,0
Light goods vehicles,SKYGO,2019,0
Light goods vehicles,SKYGO,2020,0
Light goods vehicles,SKYGO,2021,0
Light goods vehicles,SKYGO,2022,0
Motorcycles,SKYGO,2018,21
Motorcycles,SKYGO,2019,18
Motorcycles,SKYGO,2020,13
Motorcycles,SKYGO,2021,14
Motorcycles,SKYGO,2022,16
Other vehicles,SKYGO,2018,0
Other vehicles,SKYGO,2019,0
Other vehicles,SKYGO,2020,0
Other vehicles,SKYGO,2021,0
Other vehicles,SKYGO,2022,0
Motorcycles,SKYJET,2018,232
Motorcycles,SKYJET,2019,159
Motorcycles,SKYJET,2020,125
Motorcycles,SKYJET,2021,90
Motorcycles,SKYJET,2022,69
Other vehicles,SKYJET,2018,0
Other vehicles,SKYJET,2019,0
Other vehicles,SKYJET,2020,0
Other vehicles,SKYJET,2021,0
Other vehicles,SKYJET,2022,1
Motorcycles,SKYTEAM,2018,765
Motorcycles,SKYTEAM,2019,662
Motorcycles,SKYTEAM,2020,636
Motorcycles,SKYTEAM,2021,613
Motorcycles,SKYTEAM,2022,590
Other vehicles,SKYTEAM,2018,2
Other vehicles,SKYTEAM,2019,3
Other vehicles,SKYTEAM,2020,1
Other vehicles,SKYTEAM,2021,0
Other vehicles,SKYTEAM,2022,1
Cars,SKYWING,2018,1
Cars,SKYWING,2019,1
Cars,SKYWING,2020,1
Cars,SKYWING,2021,1
Cars,SKYWING,2022,1
Motorcycles,SKYWING,2018,12
Motorcycles,SKYWING,2019,6
Motorcycles,SKYWING,2020,4
Motorcycles,SKYWING,2021,7
Motorcycles,SKYWING,2022,16
Other vehicles,SLINGSHOT,2018,17
Other vehicles,SLINGSHOT,2019,14
Other vehicles,SLINGSHOT,2020,12
Other vehicles,SLINGSHOT,2021,10
Other vehicles,SLINGSHOT,2022,8
Cars,SMART,2018,96022
Cars,SMART,2019,97207
Cars,SMART,2020,94591
Cars,SMART,2021,93446
Cars,SMART,2022,92505
Heavy goods vehicles,SMART,2018,1
Heavy goods vehicles,SMART,2019,1
Heavy goods vehicles,SMART,2020,0
Heavy goods vehicles,SMART,2021,1
Heavy goods vehicles,SMART,2022,1
Light goods vehicles,SMART,2018,3
Light goods vehicles,SMART,2019,3
Light goods vehicles,SMART,2020,3
Light goods vehicles,SMART,2021,3
Light goods vehicles,SMART,2022,2
Motorcycles,SMART,2018,0
Motorcycles,SMART,2019,0
Motorcycles,SMART,2020,0
Motorcycles,SMART,2021,1
Motorcycles,SMART,2022,1
Other vehicles,SMART,2018,1
Other vehicles,SMART,2019,1
Other vehicles,SMART,2020,1
Other vehicles,SMART,2021,1
Other vehicles,SMART,2022,1
Cars,SMC,2018,9
Cars,SMC,2019,13
Cars,SMC,2020,12
Cars,SMC,2021,5
Cars,SMC,2022,8
Heavy goods vehicles,SMC,2018,1
Heavy goods vehicles,SMC,2019,1
Heavy goods vehicles,SMC,2020,1
Heavy goods vehicles,SMC,2021,1
Heavy goods vehicles,SMC,2022,1
Light goods vehicles,SMC,2018,43
Light goods vehicles,SMC,2019,34
Light goods vehicles,SMC,2020,43
Light goods vehicles,SMC,2021,39
Light goods vehicles,SMC,2022,30
Motorcycles,SMC,2018,12
Motorcycles,SMC,2019,6
Motorcycles,SMC,2020,10
Motorcycles,SMC,2021,8
Motorcycles,SMC,2022,9
Other vehicles,SMC,2018,626
Other vehicles,SMC,2019,571
Other vehicles,SMC,2020,610
Other vehicles,SMC,2021,523
Other vehicles,SMC,2022,460
Cars,SMITHS,2018,1
Cars,SMITHS,2019,1
Cars,SMITHS,2020,1
Cars,SMITHS,2021,1
Cars,SMITHS,2022,1
Heavy goods vehicles,SMITHS,2018,142
Heavy goods vehicles,SMITHS,2019,110
Heavy goods vehicles,SMITHS,2020,88
Heavy goods vehicles,SMITHS,2021,87
Heavy goods vehicles,SMITHS,2022,72
Light goods vehicles,SMITHS,2018,118
Light goods vehicles,SMITHS,2019,92
Light goods vehicles,SMITHS,2020,75
Light goods vehicles,SMITHS,2021,68
Light goods vehicles,SMITHS,2022,57
Motorcycles,SMITHS,2018,4
Motorcycles,SMITHS,2019,4
Motorcycles,SMITHS,2020,4
Motorcycles,SMITHS,2021,4
Motorcycles,SMITHS,2022,4
Other vehicles,SMITHS,2018,34
Other vehicles,SMITHS,2019,32
Other vehicles,SMITHS,2020,29
Other vehicles,SMITHS,2021,28
Other vehicles,SMITHS,2022,26
Motorcycles,SONIK,2018,32
Motorcycles,SONIK,2019,29
Motorcycles,SONIK,2020,13
Motorcycles,SONIK,2021,9
Motorcycles,SONIK,2022,11
Other vehicles,SONIK,2018,1
Other vehicles,SONIK,2019,0
Other vehicles,SONIK,2020,0
Other vehicles,SONIK,2021,0
Other vehicles,SONIK,2022,0
Motorcycles,SP MOTO,2018,30
Motorcycles,SP MOTO,2019,17
Motorcycles,SP MOTO,2020,16
Motorcycles,SP MOTO,2021,13
Motorcycles,SP MOTO,2022,11
Cars,SPYKER,2018,2
Cars,SPYKER,2019,2
Cars,SPYKER,2020,1
Cars,SPYKER,2021,0
Cars,SPYKER,2022,0
Buses and coaches,SPY RACING,2018,0
Buses and coaches,SPY RACING,2019,0
Buses and coaches,SPY RACING,2020,0
Buses and coaches,SPY RACING,2021,0
Buses and coaches,SPY RACING,2022,0
Light goods vehicles,SPY RACING,2018,53
Light goods vehicles,SPY RACING,2019,71
Light goods vehicles,SPY RACING,2020,57
Light goods vehicles,SPY RACING,2021,45
Light goods vehicles,SPY RACING,2022,36
Motorcycles,SPY RACING,2018,0
Motorcycles,SPY RACING,2019,1
Motorcycles,SPY RACING,2020,0
Motorcycles,SPY RACING,2021,1
Motorcycles,SPY RACING,2022,0
Cars,SSANGYONG,2018,19962
Cars,SSANGYONG,2019,20994
Cars,SSANGYONG,2020,21601
Cars,SSANGYONG,2021,22606
Cars,SSANGYONG,2022,23263
Light goods vehicles,SSANGYONG,2018,1796
Light goods vehicles,SSANGYONG,2019,2349
Light goods vehicles,SSANGYONG,2020,2715
Light goods vehicles,SSANGYONG,2021,3224
Light goods vehicles,SSANGYONG,2022,4128
Motorcycles,SSANGYONG,2018,1
Motorcycles,SSANGYONG,2019,0
Motorcycles,SSANGYONG,2020,0
Motorcycles,SSANGYONG,2021,0
Motorcycles,SSANGYONG,2022,0
Other vehicles,SSANGYONG,2018,4
Other vehicles,SSANGYONG,2019,8
Other vehicles,SSANGYONG,2020,11
Other vehicles,SSANGYONG,2021,12
Other vehicles,SSANGYONG,2022,13
Light goods vehicles,STAR EV,2018,0
Light goods vehicles,STAR EV,2019,0
Light goods vehicles,STAR EV,2020,0
Light goods vehicles,STAR EV,2021,0
Light goods vehicles,STAR EV,2022,0
Buses and coaches,STEYR,2018,2
Buses and coaches,STEYR,2019,2
Buses and coaches,STEYR,2020,2
Buses and coaches,STEYR,2021,2
Buses and coaches,STEYR,2022,2
Cars,STEYR,2018,26
Cars,STEYR,2019,26
Cars,STEYR,2020,27
Cars,STEYR,2021,23
Cars,STEYR,2022,23
Heavy goods vehicles,STEYR,2018,5
Heavy goods vehicles,STEYR,2019,7
Heavy goods vehicles,STEYR,2020,6
Heavy goods vehicles,STEYR,2021,6
Heavy goods vehicles,STEYR,2022,6
Light goods vehicles,STEYR,2018,49
Light goods vehicles,STEYR,2019,53
Light goods vehicles,STEYR,2020,48
Light goods vehicles,STEYR,2021,51
Light goods vehicles,STEYR,2022,50
Motorcycles,STEYR,2018,2
Motorcycles,STEYR,2019,1
Motorcycles,STEYR,2020,1
Motorcycles,STEYR,2021,1
Motorcycles,STEYR,2022,3
Other vehicles,STEYR,2018,150
Other vehicles,STEYR,2019,147
Other vehicles,STEYR,2020,141
Other vehicles,STEYR,2021,148
Other vehicles,STEYR,2022,148
Heavy goods vehicles,STOTHERT AND PITT,2018,0
Heavy goods vehicles,STOTHERT AND PITT,2019,0
Heavy goods vehicles,STOTHERT AND PITT,2020,0
Heavy goods vehicles,STOTHERT AND PITT,2021,0
Heavy goods vehicles,STOTHERT AND PITT,2022,1
Light goods vehicles,STOTHERT AND PITT,2018,8
Light goods vehicles,STOTHERT AND PITT,2019,8
Light goods vehicles,STOTHERT AND PITT,2020,6
Light goods vehicles,STOTHERT AND PITT,2021,6
Light goods vehicles,STOTHERT AND PITT,2022,6
Other vehicles,STOTHERT AND PITT,2018,211
Other vehicles,STOTHERT AND PITT,2019,212
Other vehicles,STOTHERT AND PITT,2020,211
Other vehicles,STOTHERT AND PITT,2021,211
Other vehicles,STOTHERT AND PITT,2022,206
Cars,STRATHCARRON,2018,2
Cars,STRATHCARRON,2019,1
Cars,STRATHCARRON,2020,0
Cars,STRATHCARRON,2021,0
Cars,STRATHCARRON,2022,0
Light goods vehicles,STROMER,2018,1
Light goods vehicles,STROMER,2019,1
Light goods vehicles,STROMER,2020,1
Light goods vehicles,STROMER,2021,0
Light goods vehicles,STROMER,2022,0
Motorcycles,STROMER,2018,1
Motorcycles,STROMER,2019,1
Motorcycles,STROMER,2020,4
Motorcycles,STROMER,2021,7
Motorcycles,STROMER,2022,6
Other vehicles,STROMER,2018,5
Other vehicles,STROMER,2019,5
Other vehicles,STROMER,2020,5
Other vehicles,STROMER,2021,4
Other vehicles,STROMER,2022,4
Cars,STUART TAYLOR,2018,12
Cars,STUART TAYLOR,2019,11
Cars,STUART TAYLOR,2020,12
Cars,STUART TAYLOR,2021,7
Cars,STUART TAYLOR,2022,5
Motorcycles,STUART TAYLOR,2018,0
Motorcycles,STUART TAYLOR,2019,0
Motorcycles,STUART TAYLOR,2020,0
Motorcycles,STUART TAYLOR,2021,0
Motorcycles,STUART TAYLOR,2022,0
Cars,SUBARU,2018,72386
Cars,SUBARU,2019,69463
Cars,SUBARU,2020,66067
Cars,SUBARU,2021,64334
Cars,SUBARU,2022,61339
Heavy goods vehicles,SUBARU,2018,0
Heavy goods vehicles,SUBARU,2019,0
Heavy goods vehicles,SUBARU,2020,0
Heavy goods vehicles,SUBARU,2021,0
Heavy goods vehicles,SUBARU,2022,0
Light goods vehicles,SUBARU,2018,316
Light goods vehicles,SUBARU,2019,294
Light goods vehicles,SUBARU,2020,276
Light goods vehicles,SUBARU,2021,279
Light goods vehicles,SUBARU,2022,247
Motorcycles,SUBARU,2018,2
Motorcycles,SUBARU,2019,0
Motorcycles,SUBARU,2020,0
Motorcycles,SUBARU,2021,1
Motorcycles,SUBARU,2022,0
Other vehicles,SUBARU,2018,10
Other vehicles,SUBARU,2019,6
Other vehicles,SUBARU,2020,6
Other vehicles,SUBARU,2021,4
Other vehicles,SUBARU,2022,5
Cars,SUKIDA,2018,1
Cars,SUKIDA,2019,1
Cars,SUKIDA,2020,1
Cars,SUKIDA,2021,1
Cars,SUKIDA,2022,1
Light goods vehicles,SUKIDA,2018,1
Light goods vehicles,SUKIDA,2019,1
Light goods vehicles,SUKIDA,2020,1
Light goods vehicles,SUKIDA,2021,1
Light goods vehicles,SUKIDA,2022,1
Motorcycles,SUKIDA,2018,180
Motorcycles,SUKIDA,2019,135
Motorcycles,SUKIDA,2020,124
Motorcycles,SUKIDA,2021,96
Motorcycles,SUKIDA,2022,67
Other vehicles,SUKIDA,2018,0
Other vehicles,SUKIDA,2019,1
Other vehicles,SUKIDA,2020,0
Other vehicles,SUKIDA,2021,0
Other vehicles,SUKIDA,2022,0
Motorcycles,SUMOTO,2018,2
Motorcycles,SUMOTO,2019,3
Motorcycles,SUMOTO,2020,4
Motorcycles,SUMOTO,2021,4
Motorcycles,SUMOTO,2022,0
Other vehicles,SUMOTO,2018,8
Other vehicles,SUMOTO,2019,7
Other vehicles,SUMOTO,2020,6
Other vehicles,SUMOTO,2021,7
Other vehicles,SUMOTO,2022,6
Buses and coaches,SUNBEAM,2018,15
Buses and coaches,SUNBEAM,2019,15
Buses and coaches,SUNBEAM,2020,15
Buses and coaches,SUNBEAM,2021,15
Buses and coaches,SUNBEAM,2022,14
Cars,SUNBEAM,2018,3255
Cars,SUNBEAM,2019,3313
Cars,SUNBEAM,2020,3355
Cars,SUNBEAM,2021,3423
Cars,SUNBEAM,2022,3497
Light goods vehicles,SUNBEAM,2018,3
Light goods vehicles,SUNBEAM,2019,3
Light goods vehicles,SUNBEAM,2020,3
Light goods vehicles,SUNBEAM,2021,3
Light goods vehicles,SUNBEAM,2022,3
Motorcycles,SUNBEAM,2018,2215
Motorcycles,SUNBEAM,2019,2249
Motorcycles,SUNBEAM,2020,2213
Motorcycles,SUNBEAM,2021,2232
Motorcycles,SUNBEAM,2022,2196
Other vehicles,SUNBEAM,2018,33
Other vehicles,SUNBEAM,2019,33
Other vehicles,SUNBEAM,2020,33
Other vehicles,SUNBEAM,2021,35
Other vehicles,SUNBEAM,2022,34
Motorcycles,SUNDIRO,2018,0
Motorcycles,SUNDIRO,2019,0
Motorcycles,SUNDIRO,2020,1
Motorcycles,SUNDIRO,2021,0
Motorcycles,SUNDIRO,2022,1
Cars,SUNLIGHT,2018,0
Cars,SUNLIGHT,2019,0
Cars,SUNLIGHT,2020,1
Cars,SUNLIGHT,2021,1
Cars,SUNLIGHT,2022,0
Heavy goods vehicles,SUNLIGHT,2018,3
Heavy goods vehicles,SUNLIGHT,2019,5
Heavy goods vehicles,SUNLIGHT,2020,8
Heavy goods vehicles,SUNLIGHT,2021,10
Heavy goods vehicles,SUNLIGHT,2022,12
Light goods vehicles,SUNLIGHT,2018,89
Light goods vehicles,SUNLIGHT,2019,153
Light goods vehicles,SUNLIGHT,2020,198
Light goods vehicles,SUNLIGHT,2021,208
Light goods vehicles,SUNLIGHT,2022,191
Motorcycles,SUNRA,2018,0
Motorcycles,SUNRA,2019,0
Motorcycles,SUNRA,2020,0
Motorcycles,SUNRA,2021,42
Motorcycles,SUNRA,2022,111
Other vehicles,SUNRISE MEDICAL,2018,0
Other vehicles,SUNRISE MEDICAL,2019,0
Other vehicles,SUNRISE MEDICAL,2020,0
Other vehicles,SUNRISE MEDICAL,2021,0
Other vehicles,SUNRISE MEDICAL,2022,0
Cars,SUPERBYKE,2018,1
Cars,SUPERBYKE,2019,2
Cars,SUPERBYKE,2020,2
Cars,SUPERBYKE,2021,1
Cars,SUPERBYKE,2022,2
Motorcycles,SUPERBYKE,2018,271
Motorcycles,SUPERBYKE,2019,207
Motorcycles,SUPERBYKE,2020,166
Motorcycles,SUPERBYKE,2021,121
Motorcycles,SUPERBYKE,2022,102
Other vehicles,SUPERBYKE,2018,1
Other vehicles,SUPERBYKE,2019,0
Other vehicles,SUPERBYKE,2020,1
Other vehicles,SUPERBYKE,2021,1
Other vehicles,SUPERBYKE,2022,0
Motorcycles,SUPERMOTO,2018,1
Motorcycles,SUPERMOTO,2019,0
Motorcycles,SUPERMOTO,2020,0
Motorcycles,SUPERMOTO,2021,0
Motorcycles,SUPERMOTO,2022,2
Other vehicles,SUPERMOTO,2018,6
Other vehicles,SUPERMOTO,2019,4
Other vehicles,SUPERMOTO,2020,5
Other vehicles,SUPERMOTO,2021,6
Other vehicles,SUPERMOTO,2022,7
Motorcycles,SUR-RON,2018,16
Motorcycles,SUR-RON,2019,69
Motorcycles,SUR-RON,2020,261
Motorcycles,SUR-RON,2021,509
Motorcycles,SUR-RON,2022,672
Buses and coaches,SUZUKI,2018,1
Buses and coaches,SUZUKI,2019,1
Buses and coaches,SUZUKI,2020,1
Buses and coaches,SUZUKI,2021,1
Buses and coaches,SUZUKI,2022,1
Cars,SUZUKI,2018,449765
Cars,SUZUKI,2019,462247
Cars,SUZUKI,2020,461566
Cars,SUZUKI,2021,464768
Cars,SUZUKI,2022,466655
Light goods vehicles,SUZUKI,2018,7864
Light goods vehicles,SUZUKI,2019,6962
Light goods vehicles,SUZUKI,2020,6043
Light goods vehicles,SUZUKI,2021,5887
Light goods vehicles,SUZUKI,2022,5796
Motorcycles,SUZUKI,2018,122045
Motorcycles,SUZUKI,2019,117943
Motorcycles,SUZUKI,2020,116212
Motorcycles,SUZUKI,2021,114337
Motorcycles,SUZUKI,2022,111118
Other vehicles,SUZUKI,2018,3518
Other vehicles,SUZUKI,2019,3665
Other vehicles,SUZUKI,2020,3960
Other vehicles,SUZUKI,2021,4195
Other vehicles,SUZUKI,2022,4368
Motorcycles,SUZUKI BIKES,2018,7
Motorcycles,SUZUKI BIKES,2019,8
Motorcycles,SUZUKI BIKES,2020,8
Motorcycles,SUZUKI BIKES,2021,7
Motorcycles,SUZUKI BIKES,2022,8
Other vehicles,SUZUKI BIKES,2018,2
Other vehicles,SUZUKI BIKES,2019,3
Other vehicles,SUZUKI BIKES,2020,2
Other vehicles,SUZUKI BIKES,2021,2
Other vehicles,SUZUKI BIKES,2022,1
Motorcycles,SUZUKO,2018,0
Motorcycles,SUZUKO,2019,0
Motorcycles,SUZUKO,2020,0
Motorcycles,SUZUKO,2021,0
Motorcycles,SUZUKO,2022,0
Other vehicles,SUZUKO,2018,0
Other vehicles,SUZUKO,2019,0
Other vehicles,SUZUKO,2020,0
Other vehicles,SUZUKO,2021,0
Other vehicles,SUZUKO,2022,0
Motorcycles,SWAP,2018,3
Motorcycles,SWAP,2019,1
Motorcycles,SWAP,2020,1
Motorcycles,SWAP,2021,0
Motorcycles,SWAP,2022,2
Buses and coaches,SWITCH,2018,0
Buses and coaches,SWITCH,2019,0
Buses and coaches,SWITCH,2020,0
Buses and coaches,SWITCH,2021,0
Buses and coaches,SWITCH,2022,6
Motorcycles,SWM,2018,221
Motorcycles,SWM,2019,251
Motorcycles,SWM,2020,295
Motorcycles,SWM,2021,292
Motorcycles,SWM,2022,255
Cars,SYM,2018,0
Cars,SYM,2019,0
Cars,SYM,2020,0
Cars,SYM,2021,0
Cars,SYM,2022,0
Motorcycles,SYM,2018,9276
Motorcycles,SYM,2019,8910
Motorcycles,SYM,2020,9394
Motorcycles,SYM,2021,9968
Motorcycles,SYM,2022,9951
Other vehicles,SYM,2018,5
Other vehicles,SYM,2019,5
Other vehicles,SYM,2020,4
Other vehicles,SYM,2021,4
Other vehicles,SYM,2022,4
Other vehicles,TAFE,2018,334
Other vehicles,TAFE,2019,345
Other vehicles,TAFE,2020,368
Other vehicles,TAFE,2021,388
Other vehicles,TAFE,2022,389
Motorcycles,TAISHAN,2018,8
Motorcycles,TAISHAN,2019,7
Motorcycles,TAISHAN,2020,4
Motorcycles,TAISHAN,2021,2
Motorcycles,TAISHAN,2022,5
Other vehicles,TAISHAN,2018,3
Other vehicles,TAISHAN,2019,4
Other vehicles,TAISHAN,2020,3
Other vehicles,TAISHAN,2021,3
Other vehicles,TAISHAN,2022,3
Cars,TAIWAN GOLDEN BEE,2018,1
Cars,TAIWAN GOLDEN BEE,2019,0
Cars,TAIWAN GOLDEN BEE,2020,0
Cars,TAIWAN GOLDEN BEE,2021,0
Cars,TAIWAN GOLDEN BEE,2022,0
Light goods vehicles,TAIWAN GOLDEN BEE,2018,26
Light goods vehicles,TAIWAN GOLDEN BEE,2019,20
Light goods vehicles,TAIWAN GOLDEN BEE,2020,18
Light goods vehicles,TAIWAN GOLDEN BEE,2021,13
Light goods vehicles,TAIWAN GOLDEN BEE,2022,7
Motorcycles,TAIWAN GOLDEN BEE,2018,1136
Motorcycles,TAIWAN GOLDEN BEE,2019,851
Motorcycles,TAIWAN GOLDEN BEE,2020,694
Motorcycles,TAIWAN GOLDEN BEE,2021,525
Motorcycles,TAIWAN GOLDEN BEE,2022,395
Other vehicles,TAIWAN GOLDEN BEE,2018,537
Other vehicles,TAIWAN GOLDEN BEE,2019,508
Other vehicles,TAIWAN GOLDEN BEE,2020,517
Other vehicles,TAIWAN GOLDEN BEE,2021,501
Other vehicles,TAIWAN GOLDEN BEE,2022,431
Motorcycles,TALARIA,2018,0
Motorcycles,TALARIA,2019,0
Motorcycles,TALARIA,2020,0
Motorcycles,TALARIA,2021,0
Motorcycles,TALARIA,2022,133
Buses and coaches,TALBOT,2018,8
Buses and coaches,TALBOT,2019,8
Buses and coaches,TALBOT,2020,4
Buses and coaches,TALBOT,2021,5
Buses and coaches,TALBOT,2022,5
Cars,TALBOT,2018,448
Cars,TALBOT,2019,446
Cars,TALBOT,2020,440
Cars,TALBOT,2021,493
Cars,TALBOT,2022,573
Heavy goods vehicles,TALBOT,2018,7
Heavy goods vehicles,TALBOT,2019,5
Heavy goods vehicles,TALBOT,2020,8
Heavy goods vehicles,TALBOT,2021,6
Heavy goods vehicles,TALBOT,2022,4
Light goods vehicles,TALBOT,2018,6181
Light goods vehicles,TALBOT,2019,5917
Light goods vehicles,TALBOT,2020,5452
Light goods vehicles,TALBOT,2021,5405
Light goods vehicles,TALBOT,2022,5158
Motorcycles,TALBOT,2018,2
Motorcycles,TALBOT,2019,1
Motorcycles,TALBOT,2020,1
Motorcycles,TALBOT,2021,2
Motorcycles,TALBOT,2022,1
Other vehicles,TALBOT,2018,34
Other vehicles,TALBOT,2019,35
Other vehicles,TALBOT,2020,32
Other vehicles,TALBOT,2021,32
Other vehicles,TALBOT,2022,36
Buses and coaches,TAM,2018,6
Buses and coaches,TAM,2019,6
Buses and coaches,TAM,2020,1
Buses and coaches,TAM,2021,6
Buses and coaches,TAM,2022,5
Motorcycles,TAMORETTI,2018,162
Motorcycles,TAMORETTI,2019,136
Motorcycles,TAMORETTI,2020,122
Motorcycles,TAMORETTI,2021,102
Motorcycles,TAMORETTI,2022,80
Cars,TATA,2018,47
Cars,TATA,2019,36
Cars,TATA,2020,20
Cars,TATA,2021,21
Cars,TATA,2022,15
Light goods vehicles,TATA,2018,184
Light goods vehicles,TATA,2019,133
Light goods vehicles,TATA,2020,95
Light goods vehicles,TATA,2021,82
Light goods vehicles,TATA,2022,55
Other vehicles,TATA,2018,1
Other vehicles,TATA,2019,1
Other vehicles,TATA,2020,0
Other vehicles,TATA,2021,0
Other vehicles,TATA,2022,0
Motorcycles,TAYAKO,2018,0
Motorcycles,TAYAKO,2019,0
Motorcycles,TAYAKO,2020,0
Motorcycles,TAYAKO,2021,1
Motorcycles,TAYAKO,2022,1
Heavy goods vehicles,TEC,2018,0
Heavy goods vehicles,TEC,2019,0
Heavy goods vehicles,TEC,2020,0
Heavy goods vehicles,TEC,2021,0
Heavy goods vehicles,TEC,2022,0
Light goods vehicles,TEC,2018,2
Light goods vehicles,TEC,2019,1
Light goods vehicles,TEC,2020,0
Light goods vehicles,TEC,2021,1
Light goods vehicles,TEC,2022,1
Motorcycles,TEC,2018,1
Motorcycles,TEC,2019,2
Motorcycles,TEC,2020,1
Motorcycles,TEC,2021,1
Motorcycles,TEC,2022,0
Other vehicles,TEC,2018,1
